CreditScore,Credit_Age_ratio,Gender,Age,Tenure,Tenure_Age_ratio,Balance,Bal_is_zero,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Balance_Salary_ratio,France,Germany,Spain,Exited
812,23.88235294117647,0,34,5,0.14705882352941177,103818.43,0,1,1,1,166038.27,0.6252680782568982,1.0,0.0,0.0,0
723,36.15,1,20,4,0.2,0.0,1,2,1,1,140385.33,0.0,1.0,0.0,0.0,0
512,14.222222222222221,0,36,4,0.1111111111111111,152169.12,0,2,0,0,38629.3,3.9392150517871145,1.0,0.0,0.0,1
731,14.057692307692308,1,52,10,0.19230769230769232,0.0,1,1,1,1,24998.75,0.0,1.0,0.0,0.0,1
650,25.0,0,26,4,0.15384615384615385,214346.96,0,2,1,0,128815.33,1.663986421491914,0.0,1.0,0.0,0
594,10.421052631578947,0,57,6,0.10526315789473684,0.0,1,1,1,0,19376.56,0.0,1.0,0.0,0.0,1
844,21.1,0,40,7,0.175,113348.14,0,1,1,0,31904.31,3.5527532173552725,1.0,0.0,0.0,1
686,14.595744680851064,1,47,5,0.10638297872340426,170935.94,0,1,1,0,173179.79,0.9870432340863792,0.0,1.0,0.0,1
695,13.365384615384615,0,52,8,0.15384615384615385,103023.26,0,1,1,1,22485.64,4.5817357211091165,0.0,1.0,0.0,0
624,27.130434782608695,1,23,6,0.2608695652173913,0.0,1,2,0,1,196668.51,0.0,0.0,0.0,1.0,0
503,13.594594594594595,0,37,6,0.16216216216216217,0.0,1,2,0,0,136506.86,0.0,0.0,0.0,1.0,0
535,17.258064516129032,1,31,7,0.22580645161290322,111855.04,0,2,1,1,36278.89,3.083199072518481,1.0,0.0,0.0,0
743,23.21875,1,32,6,0.1875,140348.56,0,2,1,1,163254.39,0.8596924101091553,0.0,1.0,0.0,0
702,18.0,0,39,8,0.20512820512820512,0.0,1,2,1,0,99654.13,0.0,0.0,0.0,1.0,0
658,22.689655172413794,0,29,3,0.10344827586206896,145512.84,0,1,1,0,20207.02,7.201103378924749,1.0,0.0,0.0,0
677,16.51219512195122,1,41,8,0.1951219512195122,146720.98,0,2,1,1,4195.84,34.968201838010984,0.0,1.0,0.0,0
664,20.75,0,32,10,0.3125,107209.73,0,1,1,1,112340.2,0.9543309518765322,1.0,0.0,0.0,0
766,20.157894736842106,1,38,7,0.18421052631578946,130933.74,0,1,0,1,2035.94,64.3111977759659,0.0,1.0,0.0,0
461,13.17142857142857,1,35,8,0.22857142857142856,0.0,1,1,1,0,132295.95,0.0,0.0,0.0,1.0,0
688,19.11111111111111,0,36,0,0.0,89772.3,0,1,1,0,177383.68,0.5060910902288193,0.0,0.0,1.0,1
678,21.1875,1,32,5,0.15625,0.0,1,2,1,0,90284.47,0.0,1.0,0.0,0.0,0
796,33.166666666666664,0,24,8,0.3333333333333333,0.0,1,2,1,0,61349.37,0.0,1.0,0.0,0.0,0
803,19.11904761904762,0,42,5,0.11904761904761904,0.0,1,1,1,0,196466.83,0.0,1.0,0.0,0.0,1
712,19.77777777777778,0,36,2,0.05555555555555555,100749.5,0,3,0,0,70758.37,1.4238527540982078,1.0,0.0,0.0,1
498,16.06451612903226,1,31,10,0.3225806451612903,0.0,1,2,1,0,13892.57,0.0,1.0,0.0,0.0,0
850,38.63636363636363,0,22,2,0.09090909090909091,0.0,1,2,1,1,9684.52,0.0,0.0,0.0,1.0,0
628,12.313725490196079,1,51,3,0.058823529411764705,123981.31,0,2,1,1,40546.15,3.057782551487626,1.0,0.0,0.0,0
539,15.852941176470589,1,34,4,0.11764705882352941,91622.42,0,1,1,1,136603.42,0.6707183465831236,0.0,1.0,0.0,0
732,20.333333333333332,0,36,7,0.19444444444444445,126195.81,0,1,1,1,133172.48,0.9476117738439652,1.0,0.0,0.0,0
715,17.4390243902439,0,41,4,0.0975609756097561,94267.9,0,1,0,1,152821.12,0.6168512572084277,1.0,0.0,0.0,1
651,16.275,0,40,4,0.1,0.0,1,2,1,1,147715.83,0.0,1.0,0.0,0.0,0
813,23.91176470588235,0,34,0,0.0,0.0,1,2,1,0,43169.15,0.0,1.0,0.0,0.0,0
692,23.862068965517242,0,29,4,0.13793103448275862,0.0,1,1,1,0,76755.99,0.0,1.0,0.0,0.0,1
756,19.384615384615383,1,39,3,0.07692307692307693,100717.85,0,3,1,1,73406.04,1.3720648873035517,0.0,1.0,0.0,1
543,15.083333333333334,0,36,6,0.16666666666666666,0.0,1,2,1,0,176728.28,0.0,1.0,0.0,0.0,0
790,30.384615384615383,1,26,4,0.15384615384615385,141581.71,0,2,0,0,98309.27,1.4401664258111162,1.0,0.0,0.0,0
494,13.0,0,38,7,0.18421052631578946,0.0,1,2,1,1,6203.66,0.0,0.0,0.0,1.0,0
850,21.794871794871796,1,39,2,0.05128205128205128,148586.64,0,1,1,1,176791.27,0.8404636722163941,1.0,0.0,0.0,0
703,24.24137931034483,0,29,9,0.3103448275862069,0.0,1,2,1,0,50679.48,0.0,0.0,0.0,1.0,0
432,11.368421052631579,0,38,7,0.18421052631578946,0.0,1,2,1,0,150580.88,0.0,0.0,0.0,1.0,0
512,16.0,1,32,2,0.0625,123403.85,0,2,1,0,80120.19,1.5402341157703197,0.0,1.0,0.0,0
589,21.035714285714285,0,28,7,0.25,0.0,1,2,1,0,151645.96,0.0,1.0,0.0,0.0,0
514,11.173913043478262,1,46,3,0.06521739130434782,106511.85,0,1,1,0,55072.32,1.934036009378214,1.0,0.0,0.0,0
678,17.842105263157894,1,38,2,0.05263157894736842,0.0,1,2,0,0,115068.99,0.0,1.0,0.0,0.0,0
420,12.352941176470589,1,34,1,0.029411764705882353,135549.9,0,1,0,0,149471.13,0.9068634190428613,0.0,1.0,0.0,1
679,17.86842105263158,0,38,7,0.18421052631578946,110555.37,0,2,1,0,46522.68,2.3763757805870167,0.0,1.0,0.0,0
595,19.193548387096776,0,31,4,0.12903225806451613,0.0,1,2,1,0,189995.86,0.0,1.0,0.0,0.0,0
713,13.711538461538462,1,52,0,0.0,185891.54,0,1,1,1,46369.57,4.008912310379415,1.0,0.0,0.0,1
833,14.11864406779661,0,59,1,0.01694915254237288,130854.59,0,1,1,1,30722.52,4.2592401274374625,0.0,1.0,0.0,1
690,16.428571428571427,1,42,3,0.07142857142857142,92578.14,0,2,0,0,70810.6,1.307405106015201,1.0,0.0,0.0,0
731,34.80952380952381,1,21,8,0.38095238095238093,132312.06,0,1,1,0,106663.46,1.2404628539145457,0.0,1.0,0.0,1
608,9.806451612903226,1,62,8,0.12903225806451613,144976.5,0,1,0,0,175836.03,0.8244982555622986,1.0,0.0,0.0,1
479,9.979166666666666,0,48,5,0.10416666666666667,87070.23,0,1,0,1,85646.41,1.0166243979169705,0.0,0.0,1.0,0
519,12.357142857142858,0,42,8,0.19047619047619047,0.0,1,2,1,1,101485.72,0.0,1.0,0.0,0.0,0
731,15.553191489361701,1,47,1,0.02127659574468085,115414.19,0,3,0,0,191734.67,0.6019474203596042,1.0,0.0,0.0,1
617,10.114754098360656,0,61,7,0.11475409836065574,91070.43,0,1,1,1,101839.77,0.8942521178121278,0.0,0.0,1.0,0
756,26.06896551724138,0,29,2,0.06896551724137931,117412.19,0,2,1,0,4888.91,24.016026067160166,0.0,0.0,1.0,0
848,27.35483870967742,0,31,4,0.12903225806451613,90018.45,0,2,1,0,193132.98,0.46609569220130087,0.0,1.0,0.0,0
809,33.708333333333336,1,24,4,0.16666666666666666,0.0,1,2,1,0,193518.76,0.0,1.0,0.0,0.0,0
698,12.464285714285714,0,56,1,0.017857142857142856,112414.81,0,2,0,0,93982.02,1.1961310259132545,0.0,1.0,0.0,1
779,23.606060606060606,0,33,1,0.030303030303030304,158456.76,0,1,1,1,197000.92,0.8043452791997113,0.0,1.0,0.0,1
606,17.314285714285713,0,35,7,0.2,0.0,1,1,1,0,106837.06,0.0,0.0,0.0,1.0,1
612,10.551724137931034,1,58,1,0.017241379310344827,149641.53,0,1,1,1,115161.28,1.2994083601710575,0.0,1.0,0.0,0
663,20.09090909090909,1,33,8,0.24242424242424243,122528.18,0,1,1,0,196260.3,0.6243146474350646,0.0,0.0,1.0,0
549,12.2,1,45,3,0.06666666666666667,143734.01,0,2,1,1,96404.38,1.4909489589580889,0.0,1.0,0.0,0
675,21.09375,1,32,2,0.0625,155663.31,0,1,1,0,97658.66,1.5939529581913165,1.0,0.0,0.0,0
669,19.114285714285714,1,35,7,0.2,0.0,1,1,1,1,49108.23,0.0,1.0,0.0,0.0,1
571,16.794117647058822,1,34,1,0.029411764705882353,101736.66,0,1,0,1,195651.66,0.5199887391704215,0.0,1.0,0.0,0
500,13.513513513513514,0,37,9,0.24324324324324326,125822.21,0,1,1,0,111698.0,1.1264499811993054,0.0,0.0,1.0,0
628,16.972972972972972,0,37,0,0.0,0.0,1,2,1,1,171707.93,0.0,1.0,0.0,0.0,0
559,16.441176470588236,0,34,4,0.11764705882352941,0.0,1,2,1,1,66721.98,0.0,1.0,0.0,0.0,0
769,28.48148148148148,1,27,2,0.07407407407407407,0.0,1,1,1,1,57876.05,0.0,1.0,0.0,0.0,0
733,23.64516129032258,0,31,6,0.1935483870967742,157791.07,0,2,0,0,177994.81,0.8864925331249828,0.0,1.0,0.0,0
750,34.09090909090909,0,22,5,0.22727272727272727,0.0,1,2,0,1,105125.65,0.0,1.0,0.0,0.0,0
583,13.880952380952381,1,42,4,0.09523809523809523,0.0,1,2,1,0,17439.66,0.0,1.0,0.0,0.0,0
468,11.142857142857142,0,42,9,0.21428571428571427,181627.14,0,2,1,0,172668.39,1.0518841346699301,0.0,1.0,0.0,0
727,12.75438596491228,1,57,1,0.017543859649122806,109679.72,0,1,0,1,753.37,145.58546265447256,0.0,0.0,1.0,0
618,16.7027027027027,1,37,5,0.13513513513513514,96652.86,0,1,1,0,98686.4,0.9793939185135947,1.0,0.0,0.0,1
617,15.425,0,40,5,0.125,190008.32,0,2,1,1,107047.92,1.7749837642805204,1.0,0.0,0.0,0
793,19.341463414634145,0,41,9,0.21951219512195122,0.0,1,2,1,0,152153.74,0.0,0.0,0.0,1.0,0
630,14.651162790697674,0,43,9,0.20930232558139536,0.0,1,2,1,1,34338.04,0.0,1.0,0.0,0.0,0
765,17.790697674418606,0,43,4,0.09302325581395349,148962.76,0,1,0,1,173878.87,0.8567042102355509,0.0,1.0,0.0,1
546,19.5,0,28,8,0.2857142857142857,0.0,1,1,1,0,159254.29,0.0,1.0,0.0,0.0,0
614,20.466666666666665,1,30,3,0.1,131344.52,0,2,1,0,54776.64,2.397819946604976,0.0,1.0,0.0,0
593,20.448275862068964,1,29,5,0.1724137931034483,101713.84,0,3,1,0,134594.99,0.7557030168804946,0.0,1.0,0.0,0
613,18.029411764705884,0,34,3,0.08823529411764706,0.0,1,1,1,1,41724.72,0.0,0.0,0.0,1.0,0
655,17.236842105263158,0,38,4,0.10526315789473684,0.0,1,2,0,0,110527.71,0.0,1.0,0.0,0.0,0
700,25.925925925925927,1,27,6,0.2222222222222222,137963.07,0,1,0,0,8996.79,15.334699376110812,1.0,0.0,0.0,0
826,28.482758620689655,1,29,4,0.13793103448275862,129938.07,0,1,0,1,190200.53,0.6831635537503498,0.0,0.0,1.0,0
652,14.488888888888889,0,45,2,0.044444444444444446,151421.44,0,1,0,1,115333.43,1.3129015585507169,0.0,1.0,0.0,0
755,16.77777777777778,1,45,7,0.15555555555555556,135643.0,0,1,0,0,143619.52,0.9444607529672847,0.0,1.0,0.0,1
538,13.794871794871796,0,39,2,0.05128205128205128,122773.5,0,2,1,1,58467.08,2.0998739803663873,0.0,0.0,1.0,0
729,21.441176470588236,0,34,3,0.08823529411764706,152303.8,0,1,1,0,12128.69,12.557316577470443,1.0,0.0,0.0,0
615,12.551020408163266,0,49,3,0.061224489795918366,0.0,1,2,1,1,49872.33,0.0,1.0,0.0,0.0,0
700,12.962962962962964,0,54,1,0.018518518518518517,79415.67,0,1,0,1,139735.54,0.5683283579825147,0.0,0.0,1.0,0
434,7.482758620689655,1,58,9,0.15517241379310345,125801.03,0,2,1,0,60891.8,2.0659765354284154,0.0,1.0,0.0,1
729,19.7027027027027,0,37,10,0.2702702702702703,0.0,1,2,1,0,100862.54,0.0,0.0,0.0,1.0,0
513,14.657142857142857,0,35,8,0.22857142857142856,0.0,1,1,1,0,76640.29,0.0,1.0,0.0,0.0,1
755,18.414634146341463,0,41,6,0.14634146341463414,104817.41,0,1,1,0,126013.58,0.8317945573802443,1.0,0.0,0.0,1
615,20.5,1,30,9,0.3,0.0,1,1,1,0,87347.82,0.0,1.0,0.0,0.0,0
747,23.34375,1,32,5,0.15625,67495.04,0,2,0,1,77370.37,0.8723628955115504,0.0,1.0,0.0,0
850,23.61111111111111,1,36,0,0.0,164850.54,0,1,1,1,62722.44,2.628254576830876,1.0,0.0,0.0,0
712,14.53061224489796,1,49,5,0.10204081632653061,154776.42,0,2,0,0,196257.68,0.7886387936512855,0.0,1.0,0.0,0
622,22.214285714285715,1,28,1,0.03571428571428571,143124.63,0,2,1,0,81723.8,1.751321279725123,0.0,1.0,0.0,0
548,15.657142857142857,1,35,10,0.2857142857142857,0.0,1,1,1,1,31299.71,0.0,1.0,0.0,0.0,0
607,22.48148148148148,1,27,2,0.07407407407407407,0.0,1,2,1,0,63495.86,0.0,1.0,0.0,0.0,0
653,17.18421052631579,1,38,8,0.21052631578947367,102133.38,0,1,1,1,166520.96,0.6133364832871491,1.0,0.0,0.0,0
699,26.884615384615383,0,26,6,0.23076923076923078,79932.41,0,1,0,0,150242.44,0.5320228425470194,0.0,0.0,1.0,0
693,17.325,0,40,0,0.0,120711.73,0,1,0,0,27345.18,4.41436955251346,0.0,1.0,0.0,1
647,15.046511627906977,1,43,3,0.06976744186046512,122717.53,0,2,1,1,87000.39,1.4105399987287413,0.0,1.0,0.0,0
478,13.277777777777779,1,36,3,0.08333333333333333,92363.3,0,2,1,0,44912.7,2.0565074021379255,0.0,0.0,1.0,0
705,17.625,1,40,5,0.125,203715.15,0,1,1,0,179978.68,1.1318848988113481,0.0,0.0,1.0,1
719,18.435897435897434,0,39,5,0.1282051282051282,0.0,1,2,1,0,145759.7,0.0,0.0,0.0,1.0,0
726,21.352941176470587,0,34,9,0.2647058823529412,0.0,1,2,0,0,14121.61,0.0,1.0,0.0,0.0,0
626,29.80952380952381,0,21,1,0.047619047619047616,0.0,1,2,1,0,66232.23,0.0,1.0,0.0,0.0,0
552,11.26530612244898,0,49,4,0.08163265306122448,0.0,1,1,1,1,190296.76,0.0,1.0,0.0,0.0,1
807,26.032258064516128,1,31,1,0.03225806451612903,93460.47,0,2,0,0,172782.69,0.5409133866361265,0.0,1.0,0.0,0
621,18.264705882352942,0,34,6,0.17647058823529413,0.0,1,2,1,1,99128.13,0.0,1.0,0.0,0.0,0
651,27.125,1,24,7,0.2916666666666667,40224.7,0,1,1,1,178341.33,0.22554895155262103,0.0,1.0,0.0,0
673,15.651162790697674,1,43,5,0.11627906976744186,168069.73,0,1,1,1,146992.24,1.143391855243515,1.0,0.0,0.0,1
652,18.11111111111111,0,36,1,0.027777777777777776,0.0,1,2,1,1,151314.98,0.0,1.0,0.0,0.0,0
584,12.425531914893616,0,47,7,0.14893617021276595,130538.77,0,1,1,0,92915.84,1.4049140598632053,0.0,1.0,0.0,0
756,20.43243243243243,0,37,3,0.08108108108108109,132623.6,0,1,1,1,58974.0,2.2488486451656664,1.0,0.0,0.0,0
670,19.142857142857142,1,35,3,0.08571428571428572,103465.02,0,2,1,1,174627.06,0.5924913355352831,1.0,0.0,0.0,0
765,15.3,1,50,9,0.18,126547.8,0,1,1,1,79579.94,1.590197228095422,1.0,0.0,0.0,1
528,17.6,0,30,2,0.06666666666666667,128262.72,0,2,1,0,50771.16,2.5262909100363276,1.0,0.0,0.0,0
701,17.525,0,40,5,0.125,169742.64,0,1,1,1,153537.55,1.1055447999528456,1.0,0.0,0.0,1
797,27.482758620689655,1,29,1,0.034482758620689655,0.0,1,2,1,1,132975.39,0.0,1.0,0.0,0.0,0
639,23.666666666666668,0,27,3,0.1111111111111111,150795.81,0,1,0,1,85208.93,1.7697183851504767,0.0,1.0,0.0,0
785,12.868852459016393,1,61,4,0.06557377049180328,129855.72,0,2,1,0,170214.82,0.762893148786927,0.0,0.0,1.0,1
363,12.964285714285714,1,28,6,0.21428571428571427,146098.43,0,3,1,0,100615.14,1.4520521464264722,0.0,0.0,1.0,1
764,31.833333333333332,1,24,7,0.2916666666666667,0.0,1,2,1,0,186105.99,0.0,1.0,0.0,0.0,0
676,15.720930232558139,1,43,2,0.046511627906976744,0.0,1,1,1,1,55119.53,0.0,1.0,0.0,0.0,0
718,25.642857142857142,0,28,4,0.14285714285714285,65643.3,0,1,1,0,28760.99,2.282372755597078,0.0,1.0,0.0,0
590,17.352941176470587,1,34,6,0.17647058823529413,0.0,1,2,1,0,171021.44,0.0,0.0,0.0,1.0,0
584,15.368421052631579,0,38,9,0.23684210526315788,104584.16,0,1,1,0,176678.72,0.5919454250064751,1.0,0.0,0.0,0
645,15.731707317073171,0,41,7,0.17073170731707318,0.0,1,1,0,1,28667.56,0.0,1.0,0.0,0.0,0
772,25.733333333333334,0,30,6,0.2,99785.28,0,2,0,0,197238.03,0.5059129823999966,0.0,1.0,0.0,0
399,8.673913043478262,0,46,2,0.043478260869565216,127655.22,0,1,1,0,139994.68,0.9118576505907225,0.0,1.0,0.0,1
529,24.045454545454547,0,22,5,0.22727272727272727,0.0,1,1,1,0,151169.83,0.0,1.0,0.0,0.0,0
463,13.228571428571428,0,35,2,0.05714285714285714,101257.16,0,1,1,1,118113.64,0.8572859154962966,1.0,0.0,0.0,0
630,15.75,1,40,7,0.175,0.0,1,2,1,1,34453.17,0.0,1.0,0.0,0.0,0
780,10.263157894736842,0,76,10,0.13157894736842105,121313.88,0,1,0,1,64872.33,1.8700404317218142,1.0,0.0,0.0,0
584,18.25,0,32,5,0.15625,0.0,1,2,1,0,10956.82,0.0,0.0,0.0,1.0,0
752,25.066666666666666,0,30,4,0.13333333333333333,81523.38,0,1,1,1,36885.85,2.210153215935108,0.0,1.0,0.0,0
697,14.829787234042554,1,47,6,0.1276595744680851,128252.66,0,1,1,1,168053.4,0.7631661126760899,1.0,0.0,0.0,0
850,26.5625,1,32,7,0.21875,0.0,1,2,0,0,155227.0,0.0,1.0,0.0,0.0,0
711,13.941176470588236,0,51,7,0.13725490196078433,0.0,1,3,1,0,38409.79,0.0,1.0,0.0,0.0,1
452,14.125,1,32,5,0.15625,0.0,1,2,0,1,75279.39,0.0,1.0,0.0,0.0,0
610,14.523809523809524,0,42,6,0.14285714285714285,0.0,1,2,1,0,158302.59,0.0,0.0,0.0,1.0,1
694,31.545454545454547,1,22,4,0.18181818181818182,0.0,1,2,1,1,11525.72,0.0,1.0,0.0,0.0,0
579,17.545454545454547,0,33,6,0.18181818181818182,0.0,1,1,1,0,94993.04,0.0,0.0,0.0,1.0,1
745,13.796296296296296,1,54,8,0.14814814814814814,0.0,1,1,1,0,173912.29,0.0,0.0,0.0,1.0,1
572,17.333333333333332,0,33,5,0.15151515151515152,0.0,1,1,0,1,41139.05,0.0,1.0,0.0,0.0,0
505,17.413793103448278,0,29,3,0.10344827586206896,145541.56,0,2,1,1,58019.95,2.508474412680466,0.0,1.0,0.0,0
706,30.695652173913043,1,23,5,0.21739130434782608,0.0,1,1,0,0,164128.41,0.0,1.0,0.0,0.0,1
693,15.75,0,44,5,0.11363636363636363,124601.58,0,2,1,1,46998.13,2.6512029308400145,0.0,1.0,0.0,1
725,21.96969696969697,1,33,7,0.21212121212121213,115182.84,0,2,1,1,177279.41,0.6497248608848596,0.0,1.0,0.0,0
791,21.37837837837838,0,37,2,0.05405405405405406,163789.49,0,2,1,0,75832.53,2.1598842871258546,1.0,0.0,0.0,0
536,11.652173913043478,0,46,1,0.021739130434782608,65733.41,0,1,1,0,61094.53,1.0759295472115098,1.0,0.0,0.0,0
699,14.872340425531915,0,47,1,0.02127659574468085,0.0,1,2,0,1,30117.44,0.0,0.0,0.0,1.0,0
500,10.638297872340425,1,47,8,0.1702127659574468,128486.11,0,1,1,0,179227.12,0.7168898880928288,0.0,0.0,1.0,0
707,13.339622641509434,1,53,6,0.11320754716981132,109663.47,0,1,1,1,52110.45,2.104442966813758,0.0,0.0,1.0,0
531,12.642857142857142,1,42,6,0.14285714285714285,88324.31,0,2,1,0,75248.75,1.1737644811375605,0.0,1.0,0.0,0
557,19.892857142857142,1,28,7,0.25,146445.24,0,2,1,0,184317.74,0.794526017951392,1.0,0.0,0.0,0
659,17.342105263157894,1,38,3,0.07894736842105263,0.0,1,2,1,0,158553.1,0.0,1.0,0.0,0.0,0
575,18.548387096774192,1,31,6,0.1935483870967742,0.0,1,2,1,1,95686.42,0.0,0.0,0.0,1.0,0
775,21.52777777777778,0,36,2,0.05555555555555555,109949.05,0,2,0,1,71682.54,1.533833064509154,0.0,1.0,0.0,0
772,25.733333333333334,0,30,4,0.13333333333333333,78653.05,0,1,1,0,1790.48,43.92847169474108,0.0,0.0,1.0,0
587,12.76086956521739,0,46,9,0.1956521739130435,107850.82,0,1,1,0,139431.0,0.7735067524438611,0.0,1.0,0.0,1
667,17.102564102564102,1,39,4,0.10256410256410256,83765.35,0,2,1,0,118358.54,0.7077254416960534,0.0,1.0,0.0,0
771,11.681818181818182,1,66,7,0.10606060606060606,143773.07,0,1,1,1,130827.88,1.0989482517029245,1.0,0.0,0.0,0
523,8.301587301587302,0,63,6,0.09523809523809523,116227.27,0,1,1,1,119404.63,0.9733899765863351,0.0,1.0,0.0,0
662,20.060606060606062,0,33,0,0.0,103471.52,0,1,1,1,162703.0,0.6359533628759151,0.0,1.0,0.0,0
717,17.071428571428573,0,42,5,0.11904761904761904,0.0,1,2,1,0,172665.21,0.0,1.0,0.0,0.0,0
746,31.083333333333332,0,24,3,0.125,137492.35,0,2,0,1,170142.09,0.8081030978284093,1.0,0.0,0.0,0
569,20.321428571428573,0,28,7,0.25,0.0,1,2,1,0,73977.23,0.0,1.0,0.0,0.0,0
579,16.083333333333332,0,36,9,0.25,129829.59,0,1,1,1,60906.12,2.1316345549511277,1.0,0.0,0.0,0
519,24.714285714285715,1,21,1,0.047619047619047616,146329.57,0,2,1,1,194867.27,0.7509191769351519,1.0,0.0,0.0,0
696,23.2,0,30,4,0.13333333333333333,114027.7,0,1,1,1,193716.56,0.5886316585427699,0.0,1.0,0.0,0
693,27.72,0,25,6,0.24,146580.69,0,1,0,1,14633.35,10.016892235885836,0.0,1.0,0.0,0
587,15.447368421052632,1,38,0,0.0,132122.42,0,2,0,0,31730.32,4.1639170358193685,0.0,1.0,0.0,0
626,14.227272727272727,1,44,10,0.22727272727272727,81553.93,0,1,1,0,20063.63,4.064764451896291,1.0,0.0,0.0,1
666,10.090909090909092,1,66,7,0.10606060606060606,0.0,1,2,1,1,99792.82,0.0,1.0,0.0,0.0,0
512,21.333333333333332,0,24,6,0.25,0.0,1,2,1,0,37654.31,0.0,1.0,0.0,0.0,0
689,24.607142857142858,1,28,3,0.10714285714285714,0.0,1,2,1,1,192449.02,0.0,0.0,0.0,1.0,0
803,30.884615384615383,1,26,4,0.15384615384615385,0.0,1,2,1,1,181208.47,0.0,1.0,0.0,0.0,0
548,17.125,0,32,5,0.15625,175214.71,0,1,1,1,155165.61,1.129210976581731,0.0,1.0,0.0,0
588,14.7,1,40,10,0.25,125534.51,0,1,1,0,121504.18,1.0331702991617244,0.0,1.0,0.0,1
693,10.191176470588236,0,68,4,0.058823529411764705,97705.99,0,1,1,1,61569.07,1.5869330168540796,1.0,0.0,0.0,0
499,9.072727272727272,1,55,4,0.07272727272727272,126817.65,0,2,1,0,123269.71,1.0287819286668232,0.0,1.0,0.0,0
628,13.652173913043478,1,46,1,0.021739130434782608,46870.43,0,4,1,0,31272.14,1.4987918959175803,1.0,0.0,0.0,1
624,13.565217391304348,0,46,3,0.06521739130434782,0.0,1,2,1,1,62825.03,0.0,0.0,0.0,1.0,0
733,17.452380952380953,0,42,9,0.21428571428571427,120094.93,0,1,1,0,184056.45,0.6524896573850033,1.0,0.0,0.0,0
628,16.526315789473685,1,38,3,0.07894736842105263,0.0,1,2,1,1,48924.73,0.0,1.0,0.0,0.0,0
633,19.181818181818183,1,33,3,0.09090909090909091,0.0,1,2,1,0,191111.02,0.0,1.0,0.0,0.0,0
559,15.527777777777779,1,36,1,0.027777777777777776,104356.94,0,2,0,1,54184.06,1.9259712173654024,0.0,1.0,0.0,0
704,26.074074074074073,0,27,5,0.18518518518518517,147004.34,0,1,1,0,64381.33,2.283338042255418,0.0,1.0,0.0,1
744,19.57894736842105,0,38,6,0.15789473684210525,73023.17,0,2,1,0,78770.86,0.9270327885210343,0.0,1.0,0.0,0
665,16.625,1,40,1,0.025,173432.55,0,1,0,1,116766.79,1.4852900383747811,0.0,0.0,1.0,0
638,15.19047619047619,1,42,7,0.16666666666666666,165679.92,0,1,0,0,32916.29,5.033371622379072,1.0,0.0,0.0,0
837,27.0,0,31,9,0.2903225806451613,104678.62,0,1,0,1,50972.6,2.0536252810333395,0.0,0.0,1.0,0
534,9.709090909090909,1,55,8,0.14545454545454545,116973.26,0,3,1,0,122066.5,0.9582748747608885,1.0,0.0,0.0,1
548,15.222222222222221,1,36,3,0.08333333333333333,0.0,1,1,1,0,65996.9,0.0,1.0,0.0,0.0,0
837,22.026315789473685,0,38,2,0.05263157894736842,126732.85,0,1,1,1,79577.38,1.59257379421137,0.0,1.0,0.0,0
658,14.954545454545455,1,44,6,0.13636363636363635,148481.09,0,1,1,0,130529.13,1.1375322121583127,1.0,0.0,0.0,0
554,14.578947368421053,1,38,4,0.10526315789473684,137654.05,0,2,1,1,172629.67,0.7973950827803817,1.0,0.0,0.0,0
724,24.133333333333333,0,30,7,0.23333333333333334,115315.04,0,1,1,0,15216.53,7.578274416046233,0.0,1.0,0.0,0
723,17.214285714285715,0,42,2,0.047619047619047616,99095.73,0,1,1,1,17512.53,5.658561612742419,1.0,0.0,0.0,0
585,15.0,1,39,7,0.1794871794871795,165610.41,0,2,0,0,131852.01,1.2560325018936003,0.0,1.0,0.0,0
474,14.363636363636363,0,33,5,0.15151515151515152,0.0,1,2,1,0,181945.52,0.0,1.0,0.0,0.0,1
562,17.5625,0,32,6,0.1875,161628.66,0,1,1,0,91482.5,1.7667713497116935,0.0,0.0,1.0,0
719,22.46875,0,32,9,0.28125,146605.27,0,1,1,1,77119.45,1.9010155025742532,1.0,0.0,0.0,0
635,17.16216216216216,0,37,5,0.13513513513513514,113488.68,0,1,1,0,95611.74,1.186974319262467,0.0,1.0,0.0,1
743,17.69047619047619,0,42,7,0.16666666666666666,77002.2,0,2,1,1,80428.42,0.9574003816064023,1.0,0.0,0.0,0
681,10.164179104477611,0,67,7,0.1044776119402985,0.0,1,2,0,1,163714.92,0.0,0.0,0.0,1.0,0
521,13.35897435897436,1,39,6,0.15384615384615385,0.0,1,2,0,1,27375.15,0.0,1.0,0.0,0.0,0
741,29.64,0,25,4,0.16,0.0,1,2,1,1,73873.65,0.0,0.0,0.0,1.0,0
790,17.17391304347826,0,46,8,0.17391304347826086,182364.53,0,1,0,0,139266.48,1.309464632121096,0.0,0.0,1.0,1
622,17.771428571428572,0,35,8,0.22857142857142856,0.0,1,2,1,1,131772.51,0.0,1.0,0.0,0.0,0
669,14.866666666666667,0,45,7,0.15555555555555556,149364.58,0,1,0,1,173454.07,0.8611189117672475,1.0,0.0,0.0,0
583,9.88135593220339,0,59,7,0.11864406779661017,127450.14,0,1,0,1,67552.71,1.886676937165067,1.0,0.0,0.0,0
520,8.253968253968255,1,63,5,0.07936507936507936,162278.32,0,1,1,1,34765.33,4.667820498180228,0.0,0.0,1.0,0
